st_mun_id,cases,death,covid19,coviddeath,male,indigenous,usmer,hospital,edad,state,class
1001,2633,17,333,15,1223,4,788,197,37.83403,1,3
1002,22,0,2,0,12,0,7,7,49.81818,1,1
1003,96,1,10,0,43,3,36,4,40.041668,1,2
1004,26,0,0,0,13,0,1,2,34.46154,1,1
1005,207,1,18,0,97,0,24,16,34.874397,1,2
1006,88,0,14,0,43,0,17,7,34.136364,1,1
1007,146,0,16,0,69,2,38,8,36.267124,1,1
1008,32,0,5,0,14,1,3,2,31.5625,1,1
1009,27,0,3,0,14,0,8,5,31.629629,1,1
1010,13,0,2,0,7,0,5,2,42.615383,1,1
1011,70,0,4,0,21,0,22,10,33.642857,1,1
2001,589,33,154,20,263,11,194,135,41.067913,2,3
2002,2187,136,1126,109,1064,10,1292,697,44.679928,2,3
2003,222,17,110,13,119,2,8,88,43.752251,2,3
2004,2547,438,1422,340,1434,20,1099,1451,46.778957,2,3
2005,80,12,41,9,36,0,14,30,44.900002,2,3
3001,57,1,12,0,22,1,45,11,41.754387,3,2
3002,70,3,17,1,38,2,64,21,40.542858,3,3
3003,713,21,164,18,320,3,523,139,42.308556,3,3
3008,721,13,226,6,358,2,521,97,38.147018,3,3
3009,31,0,0,0,16,0,28,1,42.161289,3,1
4001,17,1,10,1,12,7,4,8,41.823528,4,3
4002,265,12,73,8,146,1,81,80,42.599998,4,3
4003,329,22,130,15,208,2,144,105,44.765957,4,3
4004,21,1,8,0,16,0,4,9,46.714287,4,2
4005,11,0,6,0,9,3,8,4,37.363636,4,1
4006,7,0,1,0,3,3,0,2,41.857143,4,1
4007,16,2,3,1,7,0,1,4,46.5,4,3
4008,1,0,1,0,1,0,0,0,42,4,1
4009,11,0,0,0,4,1,5,5,33.090908,4,1
4010,21,1,3,1,10,0,1,4,33.476189,4,3
4011,46,4,18,3,17,0,2,16,42.282608,4,3
5001,2,0,0,0,1,0,1,0,47,5,1
5002,246,18,13,2,108,0,2,73,41.796749,5,3
5003,31,1,1,0,14,0,6,1,42,5,2
5004,20,0,2,0,13,0,6,4,35.799999,5,1
5005,4,0,0,0,3,0,3,0,50.25,5,1
5006,59,5,11,2,28,0,40,8,39.35593,5,3
5007,120,0,13,0,57,0,44,2,34.658333,5,1
5008,6,0,2,0,4,0,2,1,54.166668,5,1
5009,48,3,2,0,29,0,7,13,40.229168,5,2
5010,214,5,39,2,101,0,117,18,42.065422,5,3
5011,7,0,1,0,4,0,1,0,36.714287,5,1
5014,4,1,1,1,1,0,0,3,61,5,3
5015,1,0,1,0,1,0,1,1,55,5,1
5016,6,0,0,0,2,0,5,1,46,5,1
5017,148,6,22,4,68,0,22,21,37.797298,5,3
5018,1150,43,250,30,538,2,799,122,40.346958,5,3
5019,8,0,2,0,5,0,1,1,40.25,5,1
5020,69,2,5,2,37,0,3,10,42.2029,5,3
5021,13,1,2,0,4,0,12,1,48.153847,5,2
5022,14,1,0,0,5,0,3,2,35.785713,5,2
5023,20,0,5,0,8,0,3,0,30.75,5,1
5024,12,0,0,0,6,0,2,2,48.5,5,1
5025,459,4,27,1,257,2,168,21,37.503269,5,3
5027,68,1,8,0,34,0,26,11,35.808823,5,2
5028,85,3,1,0,34,0,5,9,37.129414,5,2
5029,63,2,20,2,33,0,19,3,37.888889,5,3
5030,1011,25,76,4,468,2,365,164,39.776459,5,3
5031,38,3,2,1,19,0,18,4,45.13158,5,3
5032,67,2,3,0,34,0,23,8,37.238808,5,2
5033,120,5,8,0,75,0,11,35,42.224998,5,2
5034,2,0,0,0,1,0,1,2,51.5,5,1
5035,1328,16,106,3,652,1,476,141,40.208584,5,3
5036,7,1,2,0,2,0,4,3,53.42857,5,2
5037,4,0,0,0,2,0,1,0,27.5,5,1
5038,4,0,0,0,1,0,1,0,30,5,1
6001,15,1,2,1,9,0,10,8,46.733334,6,3
6002,76,3,4,0,31,0,66,21,36.75,6,2
6003,11,0,0,0,5,0,11,6,49.090908,6,1
6004,5,0,1,0,5,0,3,1,40.400002,6,1
6005,9,0,3,0,4,1,7,3,43.111111,6,1
6007,91,8,30,6,52,0,34,49,44.384617,6,3
6008,1,0,1,0,1,0,0,1,41,6,1
6009,68,3,7,0,34,1,34,33,45.779411,6,2
6010,70,4,6,0,32,1,63,16,36.900002,6,2
7001,2,0,0,0,0,0,1,1,57,7,1
7002,12,1,7,1,4,0,10,5,46.916668,7,3
7003,3,0,0,0,1,0,3,2,49.666668,7,1
7004,4,0,3,0,4,3,0,3,45,7,1
7005,1,0,0,0,1,0,1,0,24,7,1
7006,1,0,0,0,1,0,1,1,0,7,1
7008,2,0,0,0,1,0,1,0,27.5,7,1
7009,15,0,5,0,4,0,9,2,39.400002,7,1
7012,12,0,4,0,4,0,10,3,38.833332,7,1
7013,3,0,0,0,1,1,1,1,28.333334,7,1
7014,1,0,0,0,1,1,0,0,6,7,1
7015,7,1,4,1,3,0,6,1,38.57143,7,3
7016,7,0,1,0,5,0,5,0,42.42857,7,1
7017,14,1,1,0,8,1,9,4,29.214285,7,2
7018,3,0,0,0,3,0,2,0,26,7,1
7019,32,2,11,2,22,1,29,13,37.375,7,3
7020,2,1,0,0,2,0,1,1,12,7,2
7021,4,0,1,0,1,0,4,1,39.75,7,1
7023,2,1,1,1,1,2,2,1,38.5,7,3
7026,3,0,2,0,2,3,3,3,36.333332,7,1
7027,44,2,10,1,28,0,37,6,40.636364,7,3
7028,3,1,2,1,0,0,3,2,46.333332,7,3
7029,1,0,1,0,1,0,0,0,27,7,1
7030,4,0,1,0,3,0,4,3,32,7,1
7031,3,0,1,0,2,2,2,1,40.333332,7,1
7032,1,0,1,0,1,0,1,1,53,7,1
7033,1,0,0,0,1,0,1,0,5,7,1
7034,9,0,3,0,4,0,9,3,25.666666,7,1
7035,1,0,0,0,1,0,1,1,70,7,1
7036,1,0,1,0,1,0,0,1,51,7,1
7037,4,0,3,0,3,0,4,2,33.75,7,1
7040,9,1,4,0,2,0,5,2,39.555557,7,2
7041,4,1,2,1,4,0,2,1,46,7,3
7042,1,0,0,0,1,0,0,0,22,7,1
7044,1,0,0,0,1,1,1,0,38,7,1
7045,1,0,1,0,0,0,1,0,58,7,1
7046,3,0,0,0,2,0,1,1,31,7,1
7047,1,0,0,0,0,0,1,0,36,7,1
7048,5,1,2,1,2,0,3,3,39.400002,7,3
7051,1,0,0,0,1,0,1,1,47,7,1
7052,7,1,1,1,4,2,7,5,38.714287,7,3
7054,2,0,0,0,0,0,1,1,17,7,1
7055,1,0,0,0,0,0,0,0,32,7,1
7056,1,0,0,0,1,0,1,1,1,7,1
7057,7,1,4,1,5,1,0,6,45.714287,7,3
7058,1,0,1,0,0,0,1,0,19,7,1
7059,36,2,8,1,21,9,18,13,41.25,7,3
7060,2,0,0,0,1,1,2,1,31,7,1
7061,22,0,4,0,11,0,19,8,42.909092,7,1
7062,4,0,2,0,3,0,4,0,41.25,7,1
7064,2,0,0,0,1,1,2,2,19.5,7,1
7065,80,2,32,2,44,6,79,15,39.224998,7,3
7068,13,0,4,0,8,0,11,5,27.692308,7,1
7069,10,0,2,0,4,0,8,3,51.799999,7,1
7071,1,0,0,0,1,0,1,0,7,7,1
7073,1,0,0,0,1,0,1,1,3,7,1
7074,30,2,18,1,18,1,27,21,47.866665,7,3
7077,8,1,3,0,4,3,5,5,46.125,7,2
7078,106,4,47,1,59,9,85,48,41.64151,7,3
7079,10,0,3,0,4,0,7,3,34.700001,7,1
7081,5,1,1,0,0,2,2,3,13.6,7,2
7085,2,1,1,1,2,0,2,2,19,7,3
7086,6,0,1,0,4,0,3,4,27.833334,7,1
7087,2,0,0,0,2,0,1,1,34.5,7,1
7089,161,4,58,4,103,0,132,39,41.416149,7,3
7091,1,0,1,0,0,0,1,1,53,7,1
7092,9,1,3,1,3,2,9,2,32.444443,7,3
7093,1,0,0,0,1,1,1,0,45,7,1
7094,5,0,1,0,3,0,4,4,43.799999,7,1
7096,2,0,2,0,2,1,2,1,54,7,1
7097,52,1,22,1,30,0,25,4,39.423077,7,3
7098,3,0,1,0,1,0,3,1,26,7,1
7099,5,0,0,0,4,0,4,3,38.799999,7,1
7100,9,1,7,1,8,7,9,5,49.777779,7,3
7101,572,17,171,9,295,3,421,70,39.96154,7,3
7102,7,0,1,0,3,0,4,1,35.142857,7,1
7103,2,1,0,0,0,0,1,2,57,7,2
7104,2,0,0,0,2,0,1,1,35.5,7,1
7105,1,0,0,0,1,0,1,0,6,7,1
7106,20,1,11,1,10,2,6,6,42.099998,7,3
7107,3,0,1,0,1,0,2,1,44.666668,7,1
7108,20,2,7,1,17,0,16,7,40.25,7,3
7109,18,0,7,0,14,4,15,2,40.166668,7,1
7110,1,0,1,0,0,0,1,0,30,7,1
7111,2,1,0,0,1,1,1,1,4,7,2
7113,1,1,0,0,0,1,1,1,39,7,2
7114,7,0,4,0,6,3,6,5,52.285713,7,1
7116,2,0,0,0,2,0,1,1,27,7,1
8001,4,1,3,0,2,0,2,2,57,8,2
8002,7,1,1,0,4,0,6,4,34.285713,8,2
8004,1,0,0,0,0,0,1,0,29,8,1
8005,4,1,1,1,3,0,1,3,63.5,8,3
8006,6,1,5,1,2,0,3,4,48,8,3
8007,2,0,0,0,2,1,0,2,59,8,1
8008,1,0,0,0,1,1,0,1,36,8,1
8009,7,0,1,0,3,1,2,6,32.57143,8,1
8010,4,0,2,0,3,0,1,2,54.5,8,1
8011,13,3,1,1,5,0,6,9,44.53846,8,3
8012,4,0,0,0,1,4,4,4,1.75,8,1
8013,6,1,0,0,2,0,2,5,28.333334,8,2
8017,69,3,7,2,38,2,22,26,43.231884,8,3
8018,1,0,0,0,1,0,0,1,83,8,1
8019,801,50,221,29,395,7,504,320,43.39201,8,3
8021,146,6,11,0,68,0,106,36,42.534248,8,2
8023,1,0,1,0,1,0,0,1,57,8,1
8027,28,2,4,0,15,8,0,9,35.964287,8,2
8028,2,2,2,2,0,0,0,2,55.5,8,3
8029,3,0,1,0,2,0,2,2,43.666668,8,1
8030,2,2,0,0,1,2,0,2,47,8,2
8031,4,0,1,0,3,0,1,3,55.25,8,1
8032,64,0,12,0,25,0,8,20,42.484375,8,1
8034,1,0,0,0,1,0,0,1,57,8,1
8035,1,0,0,0,0,0,0,1,72,8,1
8036,9,1,2,0,3,0,0,5,56.666668,8,2
8037,1139,159,502,124,632,10,453,601,46.145741,8,3
8038,5,1,1,0,4,0,1,5,55.799999,8,2
8039,1,0,0,0,0,0,0,1,59,8,1
8040,2,1,0,0,2,0,1,2,13,8,2
8041,1,0,0,0,1,0,0,0,32,8,1
8042,2,0,0,0,1,0,0,1,42.5,8,1
8045,20,0,3,0,8,0,10,11,43.25,8,1
8046,1,1,0,0,0,1,0,1,60,8,2
8048,12,0,7,0,7,0,0,7,44.916668,8,1
8050,25,2,4,0,8,0,12,4,38.080002,8,2
8051,1,0,0,0,1,0,0,1,77,8,1
8052,28,0,1,0,11,4,1,5,41.142857,8,1
8053,1,0,0,0,1,1,1,0,30,8,1
8054,1,0,0,0,0,0,0,0,37,8,1
8055,7,3,2,1,2,0,4,5,50.42857,8,3
8060,7,0,1,0,4,0,0,2,36.142857,8,1
8062,13,0,1,0,9,0,8,12,63.076923,8,1
8063,1,0,1,0,1,0,0,1,76,8,1
8065,1,0,0,0,0,1,0,1,17,8,1
9002,1768,61,528,45,873,3,237,429,43.093327,0,3
9003,2199,59,715,43,1126,13,641,414,42.884949,0,3
9004,760,18,226,13,368,3,334,116,41.844738,0,3
9005,4508,273,1529,206,2395,22,1531,1210,43.359806,0,3
9006,1934,71,681,51,969,12,769,447,45.082729,0,3
9007,6318,271,2319,185,3452,34,1809,1672,43.805794,0,3
9008,1236,30,278,22,536,4,213,131,40.682037,0,3
9009,812,8,300,7,394,8,77,97,40.779556,0,3
9010,2382,103,758,74,1212,9,1123,573,43.362301,0,3
9011,1691,18,495,14,812,12,592,208,40.90538,0,3
9012,2647,70,933,47,1322,8,956,448,42.221004,0,3
9013,2048,45,614,31,979,17,662,315,41.370605,0,3
9014,1711,53,466,36,870,7,670,325,43.534191,0,3
9015,2087,85,694,73,1098,10,624,489,44.327263,0,3
9016,1579,47,552,37,827,7,377,316,44.084866,0,3
9017,1813,60,576,44,932,13,551,355,44.296196,0,3
9020,1,0,0,0,0,0,0,0,61,0,1
10001,5,0,0,0,1,0,3,4,62.200001,10,1
10004,7,1,0,0,2,0,0,6,64.85714,10,2
10005,503,13,51,5,247,1,364,112,41.787277,10,3
10006,3,0,2,0,1,0,2,2,55.666668,10,1
10007,480,5,39,5,224,0,207,141,40.502083,10,3
10008,39,3,19,3,20,0,1,6,46.384617,10,3
10009,4,1,0,0,4,0,0,2,48,10,2
10010,3,0,1,0,1,0,0,0,37,10,1
10011,1,0,0,0,0,0,0,0,30,10,1
10012,136,0,3,0,62,0,59,38,41.60294,10,1
10013,18,1,1,0,13,0,0,10,54.388889,10,2
10014,4,1,0,0,2,3,0,3,53.5,10,2
10015,5,0,2,0,2,0,0,3,58.200001,10,1
10016,4,0,1,0,2,0,3,2,39,10,1
10017,1,0,0,0,1,0,0,0,29,10,1
10018,7,0,1,0,3,0,1,3,56.57143,10,1
10019,1,0,1,0,0,0,0,1,63,10,1
10022,8,0,6,0,4,0,1,2,66.75,10,1
10023,15,1,2,1,9,0,2,9,36.333332,10,3
10024,6,1,0,0,4,0,1,4,46.5,10,2
10025,3,0,2,0,1,0,0,0,54.333332,10,1
10027,3,0,0,0,1,0,1,2,47.666668,10,1
10028,8,0,2,0,1,0,1,1,46.875,10,1
10029,1,0,0,0,0,0,0,1,72,10,1
10030,1,0,0,0,1,0,0,1,64,10,1
10031,1,0,0,0,0,0,0,0,36,10,1
10032,14,0,2,0,7,0,3,11,59.42857,10,1
10034,6,0,3,0,0,0,0,4,27,10,1
10035,2,0,0,0,2,0,1,1,27,10,1
10036,25,1,5,1,10,0,3,22,51.959999,10,3
10038,12,1,1,0,9,0,10,1,32,10,2
10039,2,0,0,0,0,0,0,2,56,10,1
11001,36,0,3,0,15,0,2,8,40.166668,11,1
11002,158,9,12,5,62,2,71,30,43.930378,11,3
11003,78,2,11,0,43,2,1,14,41.448719,11,2
11004,26,1,2,0,11,0,3,5,42.846153,11,2
11005,80,1,6,0,37,0,1,10,38.3125,11,2
11006,2,0,1,0,2,0,1,2,41,11,1
11007,445,24,66,15,204,2,282,96,42.12809,11,3
11008,11,0,0,0,3,0,0,5,38.18182,11,1
11009,35,1,2,0,12,0,3,6,42.228573,11,2
11010,58,0,2,0,26,0,0,0,30.086206,11,1
11011,102,5,10,2,42,0,13,21,43.274509,11,3
11012,47,0,1,0,20,0,0,1,42.574467,11,1
11013,9,1,2,0,6,0,1,5,41.888889,11,2
11014,75,2,2,0,35,0,1,13,34.986668,11,2
11015,185,5,13,2,86,1,40,34,36.918919,11,3
11016,41,0,2,0,21,0,0,3,41,11,1
11017,533,18,45,3,222,1,53,70,38.786118,11,3
11018,32,1,4,1,13,0,2,7,40.84375,11,3
11019,133,0,1,0,52,1,5,7,29.1203,11,1
11020,4052,17,231,6,2138,5,279,282,36.999752,11,3
11021,51,2,9,2,29,0,2,4,41.470589,11,3
11022,33,1,0,0,16,0,1,4,40.18182,11,2
11023,159,2,5,1,68,0,17,7,37.64151,11,3
11024,23,0,0,0,7,0,0,2,34.608696,11,1
11025,20,0,0,0,6,0,1,2,29.85,11,1
11026,64,2,14,1,27,1,3,20,37.171875,11,3
11027,274,13,69,10,142,2,68,58,42.390511,11,3
11028,231,1,14,1,110,2,5,11,37.450218,11,3
11029,74,1,3,0,28,0,4,6,36.851353,11,2
11030,93,1,2,0,33,0,1,14,32.537636,11,2
11031,76,1,3,1,30,0,1,11,37.302631,11,3
11032,19,0,1,0,8,1,1,5,40.526318,11,1
11033,108,9,24,5,41,1,45,23,39.944443,11,3
11034,1,0,0,0,1,0,0,1,16,11,1
11035,70,1,13,1,36,0,4,11,40.371429,11,3
11036,47,0,3,0,16,0,0,1,44.234043,11,1
11037,81,2,14,1,37,0,44,18,41.65432,11,3
11038,53,0,2,0,25,0,2,1,24.075472,11,1
11039,44,0,0,0,18,0,0,5,38.454544,11,1
11040,20,0,0,0,8,0,1,3,31.75,11,1
11041,48,1,7,0,23,0,1,7,39.5,11,2
11042,87,2,10,1,44,0,17,17,37.689655,11,3
11043,5,0,1,0,3,0,4,2,45.799999,11,1
11044,43,0,1,0,16,0,2,8,35.88372,11,1
11045,5,0,0,0,3,0,2,2,49.400002,11,1
11046,63,1,8,1,24,0,0,4,37.873016,11,3
12001,1126,38,370,23,576,1,455,275,44.021313,12,3
12002,6,1,2,1,4,0,4,4,40.833332,12,3
12003,6,0,1,0,3,0,1,0,44.333332,12,1
12004,1,0,0,0,1,0,1,1,34,12,1
12005,1,1,0,0,0,0,0,1,65,12,2
12006,1,0,0,0,0,0,0,0,32,12,1
12007,22,0,6,0,10,0,2,3,38.954544,12,1
12008,1,1,1,1,0,0,0,0,79,12,3
12010,2,0,0,0,1,0,2,2,36.5,12,1
12011,13,4,2,1,9,0,3,6,46.153847,12,3
12012,13,1,3,0,6,4,5,4,44.384617,12,2
12013,1,0,0,0,1,0,0,1,4,12,1
12014,5,0,1,0,2,0,0,2,45.200001,12,1
12015,6,2,3,1,3,0,4,3,63.333332,12,3
12016,1,0,0,0,1,0,1,1,77,12,1
12017,3,1,1,1,1,0,1,1,45.333332,12,3
12018,4,1,1,1,3,0,2,3,42.25,12,3
12020,1,0,0,0,0,1,0,1,60,12,1
12021,18,2,12,1,12,0,12,14,47.277779,12,3
12022,11,1,1,0,6,0,5,4,48.272728,12,2
12023,1,0,0,0,0,0,1,1,40,12,1
12026,2,0,1,0,1,0,2,2,54,12,1
12027,5,0,2,0,3,0,2,2,44.400002,12,1
12028,22,2,10,2,13,0,5,10,40.227272,12,3
12029,263,19,78,11,134,2,81,85,44.307983,12,3
12030,2,0,0,0,2,0,1,1,43,12,1
12032,6,0,0,0,3,0,0,1,40.5,12,1
12033,6,4,4,3,3,1,1,5,50,12,3
12034,8,0,0,0,2,0,1,1,50.25,12,1
12035,205,27,64,16,127,0,62,102,50.20488,12,3
12037,1,0,0,0,1,0,0,0,5,12,1
12038,27,2,6,0,17,1,1,7,40,12,2
12039,33,1,14,1,19,0,4,6,40.515152,12,3
12040,2,0,0,0,1,0,1,1,67.5,12,1
12041,1,1,0,0,0,0,1,1,55,12,2
12042,7,0,3,0,5,1,1,3,52.142857,12,1
12043,1,0,0,0,0,1,1,1,60,12,1
12044,1,0,0,0,0,0,0,0,48,12,1
12045,1,0,1,0,1,0,1,1,90,12,1
12046,8,0,0,0,5,0,0,2,42.75,12,1
12048,8,0,1,0,5,0,0,4,51.5,12,1
12049,4,0,2,0,2,1,2,3,43.5,12,1
12050,23,2,5,1,13,0,9,5,48.434784,12,3
12051,1,0,1,0,1,0,1,1,48,12,1
12052,2,1,0,0,1,0,2,2,42.5,12,2
12053,14,1,3,0,8,0,4,6,42.642857,12,2
12054,2,0,0,0,0,0,0,1,44.5,12,1
12055,81,13,34,10,47,0,36,51,49.753086,12,3
12056,1,1,0,0,0,0,1,1,18,12,2
12057,4,0,0,0,2,0,3,4,39.75,12,1
12058,14,1,2,0,10,0,5,6,41.42857,12,2
12059,16,3,2,1,7,1,12,12,51.5625,12,3
12060,1,0,0,0,1,0,0,1,13,12,1
12061,27,2,9,2,14,2,5,6,38.333332,12,3
12062,3,1,0,0,1,2,0,3,60.333332,12,2
12066,50,2,21,1,32,14,5,18,44,12,3
12067,4,0,0,0,4,0,0,1,30.75,12,1
12068,18,2,12,2,14,0,6,5,49.5,12,3
12069,1,1,1,1,1,1,1,1,54,12,3
12070,18,6,13,5,11,0,3,11,54.222221,12,3
12071,2,1,0,0,1,2,0,1,29.5,12,2
12072,1,0,0,0,1,1,1,1,34,12,1
12073,3,0,0,0,1,0,0,1,46.333332,12,1
12074,9,0,1,0,3,3,1,1,39,12,1
12075,15,1,2,0,9,0,8,9,52.799999,12,2
12076,1,0,0,0,1,1,1,1,78,12,1
12077,1,0,0,0,0,0,0,1,37,12,1
12079,2,1,0,0,0,2,2,1,45,12,2
12080,1,0,0,0,0,0,0,1,65,12,1
12081,1,0,0,0,1,1,0,1,60,12,1
13001,5,1,4,1,3,0,3,3,38.599998,13,3
13002,11,2,2,1,7,4,9,9,33,13,3
13003,31,3,13,1,21,0,25,13,47.354839,13,3
13004,2,0,2,0,1,0,1,2,40,13,1
13005,4,0,0,0,2,0,0,3,43,13,1
13006,3,0,2,0,1,0,2,2,36,13,1
13007,3,0,0,0,3,0,1,3,24.666666,13,1
13008,29,4,12,3,22,0,15,18,43.275864,13,3
13009,6,1,1,1,4,0,4,5,50.833332,13,3
13010,17,2,4,2,12,0,2,8,45.764706,13,3
13012,14,2,5,2,9,0,1,2,44.714287,13,3
13013,26,3,7,2,13,0,3,17,44.384617,13,3
13014,2,0,2,0,2,0,1,0,36.5,13,1
13015,7,1,4,1,4,6,3,3,47.57143,13,3
13016,14,4,8,3,10,0,7,9,49.285713,13,3
13017,3,1,0,0,2,0,2,3,49.333332,13,2
13018,2,0,1,0,1,0,0,1,18,13,1
13019,3,1,3,1,2,1,2,2,48,13,3
13021,17,3,11,2,13,0,7,9,43.470589,13,3
13022,12,0,5,0,6,0,11,6,41.333332,13,1
13023,10,1,3,0,6,0,5,8,42.5,13,2
13024,6,2,5,2,5,0,3,5,43.333332,13,3
13025,1,0,0,0,1,0,0,0,31,13,1
13027,2,0,0,0,1,1,0,2,71.5,13,1
13028,39,2,12,2,17,9,27,15,46.025642,13,3
13029,5,1,1,0,2,0,4,4,64.800003,13,2
13030,23,3,5,1,12,7,12,11,45.565216,13,3
13031,1,0,1,0,1,0,1,0,57,13,1
13034,3,1,0,0,1,0,0,1,43,13,2
13035,2,0,0,0,2,0,0,1,40,13,1
13036,3,0,1,0,2,0,1,3,38.333332,13,1
13037,7,2,5,2,5,0,2,3,51.42857,13,3
13038,5,0,3,0,3,0,1,1,52.799999,13,1
13039,10,2,3,2,4,0,6,4,42.099998,13,3
13040,1,0,0,0,1,0,0,1,0,13,1
13041,21,2,9,2,11,0,8,10,49.095238,13,3
13042,1,0,0,0,0,0,1,0,16,13,1
13043,1,0,0,0,0,0,0,1,74,13,1
13044,1,0,0,0,0,0,0,0,37,13,1
13045,2,0,0,0,0,0,1,1,14.5,13,1
13046,8,0,3,0,5,2,5,4,42.125,13,1
13048,502,29,158,23,257,2,301,115,42.324699,13,3
13049,4,2,1,1,1,0,2,3,54,13,3
13050,10,1,4,1,4,0,5,5,43.599998,13,3
13051,153,7,54,6,82,1,94,36,41.836601,13,3
13052,25,5,14,4,7,0,15,10,47.880001,13,3
13053,2,0,1,0,1,0,2,1,54,13,1
13054,16,3,7,3,10,1,13,11,49.5625,13,3
13055,6,0,5,0,3,1,3,2,46.5,13,1
13056,15,0,5,0,8,0,4,9,45.333332,13,1
13057,10,1,4,1,6,0,6,4,47.5,13,3
13058,3,0,0,0,2,0,2,3,51,13,1
13059,11,1,3,0,4,1,8,6,38.545456,13,2
13060,5,1,1,0,3,1,2,1,39.599998,13,2
13061,56,2,20,1,35,0,20,21,47.017857,13,3
13062,4,0,1,0,2,2,2,3,43.25,13,1
13063,49,5,18,3,26,0,35,16,46.42857,13,3
13064,4,0,1,0,3,0,2,2,39.75,13,1
13065,8,1,3,0,3,0,4,3,42.25,13,2
13066,5,1,2,1,3,0,2,2,39.599998,13,3
13067,40,9,28,9,22,0,22,22,43.974998,13,3
13068,1,0,0,0,0,0,1,1,81,13,1
13069,171,11,85,8,99,0,108,57,41.923977,13,3
13070,11,0,7,0,7,0,6,5,45.090908,13,1
13071,2,0,0,0,2,0,1,1,71,13,1
13072,7,1,2,0,3,0,1,3,45.285713,13,2
13073,3,0,0,0,2,1,1,1,14.666667,13,1
13074,33,4,14,4,12,0,11,15,46.545456,13,3
13075,28,1,15,1,14,1,6,4,41.464287,13,3
13076,89,10,29,9,37,1,38,42,47.505619,13,3
13077,99,9,37,6,51,1,48,49,40.18182,13,3
13078,4,0,3,0,2,3,1,1,35.25,13,1
13080,1,0,0,0,1,0,0,1,1,13,1
13081,6,1,0,0,4,0,5,3,40.166668,13,2
13082,17,1,10,1,6,0,7,8,50.176472,13,3
13083,36,2,10,2,19,0,13,10,42.527779,13,3
13084,4,0,1,0,3,0,2,2,24,13,1
14001,44,1,2,1,21,0,4,8,39.363636,14,3
14002,16,1,0,0,11,0,1,9,45.1875,14,2
14003,13,0,1,0,7,0,1,1,23.923077,14,1
14004,1,0,0,0,0,0,0,0,35,14,1
