st_mun_id,cases,death,covid19,coviddeath,male,indigenous,usmer,hospital,edad,state,class
26014,1,0,0,0,1,0,0,0,32,26,1
26015,1,0,1,0,1,0,1,0,30,26,1
26016,1,0,0,0,1,0,1,1,55,26,1
26017,164,6,28,3,74,2,144,36,42.17683,26,3
26018,322,10,87,4,156,2,237,68,41.127331,26,3
26019,33,0,12,0,14,0,30,14,40.78788,26,1
26020,1,0,1,0,1,0,1,1,41,26,1
26023,1,0,0,0,1,0,1,0,64,26,1
26025,14,2,0,0,6,0,7,7,40.714287,26,2
26026,19,0,5,0,9,1,13,7,46.36842,26,1
26027,1,0,0,0,0,0,0,1,61,26,1
26029,71,2,25,2,36,2,49,24,39.478874,26,3
26030,1167,25,232,7,589,11,946,222,38.256214,26,3
26032,1,0,0,0,1,0,1,0,53,26,1
26033,66,4,16,3,30,6,45,21,44.424244,26,3
26034,1,0,0,0,0,0,0,0,42,26,1
26035,1,0,0,0,1,0,1,1,65,26,1
26036,18,3,2,2,8,0,16,10,51.777779,26,3
26038,3,0,0,0,1,0,3,0,44.333332,26,1
26039,1,0,0,0,0,0,1,1,56,26,1
26041,15,0,2,0,7,0,4,2,37.933334,26,1
26042,115,6,31,0,61,2,93,40,45.313042,26,2
26043,279,11,70,6,144,4,241,76,41.817204,26,3
26044,1,0,0,0,1,0,1,1,53,26,1
26045,3,1,1,1,1,0,3,1,49.333332,26,3
26047,9,0,0,0,6,0,9,2,35.555557,26,1
26048,26,4,4,0,17,0,16,14,46.346153,26,2
26052,3,0,0,0,1,0,2,0,59.333332,26,1
26055,359,12,150,10,186,1,201,112,43.718662,26,3
26058,5,0,0,0,2,0,4,1,50.599998,26,1
26060,5,1,3,1,1,0,5,1,46.599998,26,3
26064,1,0,0,0,0,0,1,0,31,26,1
26065,1,0,0,0,0,0,0,0,76,26,1
26066,2,0,0,0,1,0,2,1,52,26,1
26067,1,0,0,0,1,0,0,0,35,26,1
26068,3,0,1,0,3,0,3,1,39.333332,26,1
26070,4,0,1,0,1,0,4,1,44,26,1
26071,1,0,0,0,1,0,1,1,46,26,1
26072,1,0,0,0,1,0,1,0,9,26,1
27001,34,1,7,1,16,0,15,3,42.764706,27,3
27002,209,22,117,19,122,1,149,90,45.081341,27,3
27003,71,2,37,2,44,1,12,27,41.619717,27,3
27004,2860,174,1241,148,1538,35,855,580,45.344406,27,3
27005,206,20,97,19,111,4,107,63,46.635921,27,3
27006,129,5,65,5,89,4,25,23,44.829456,27,3
27007,29,0,8,0,19,0,1,2,41.931034,27,1
27008,85,14,54,14,47,0,54,46,49.35294,27,3
27009,84,7,42,5,47,0,15,12,45.095238,27,3
27010,131,6,63,6,68,1,14,11,42.335876,27,3
27011,11,0,2,0,5,0,1,3,44.090908,27,1
27012,129,21,79,20,70,2,44,46,44.868217,27,3
27013,317,19,128,11,160,22,96,70,43.287067,27,3
27014,142,8,71,8,90,1,29,35,44.612675,27,3
27015,37,2,16,2,21,0,3,10,45.756756,27,3
27016,58,5,28,4,35,1,51,11,45.810345,27,3
27017,49,2,11,2,22,0,2,3,41.32653,27,3
28001,2,0,0,0,1,0,0,0,74.5,28,1
28002,46,1,5,1,24,0,0,2,33.434784,28,3
28003,120,2,42,0,74,0,15,14,38.433334,28,2
28004,2,0,0,0,0,0,0,2,80,28,1
28006,3,0,0,0,0,0,0,1,33,28,1
28007,12,0,1,0,3,0,0,0,48.333332,28,1
28008,1,0,0,0,1,0,0,1,0,28,1
28009,308,3,133,1,181,1,136,26,42.863636,28,3
28010,1,0,0,0,1,0,0,1,86,28,1
28011,6,0,1,0,1,0,0,1,33.833332,28,1
28012,15,0,1,0,6,0,0,3,35.533333,28,1
28013,15,1,4,1,11,0,0,2,35.799999,28,3
28015,2,0,0,0,1,0,1,1,63.5,28,1
28016,5,0,0,0,3,0,0,2,20.200001,28,1
28017,11,0,0,0,5,0,0,0,30.272728,28,1
28018,1,0,0,0,1,0,0,1,87,28,1
28019,1,0,0,0,0,0,0,1,51,28,1
28020,1,0,0,0,1,0,1,1,54,28,1
28021,153,3,13,2,70,0,0,33,42.601307,28,3
28022,823,25,177,13,395,6,0,150,39.481167,28,3
28024,1,0,0,0,1,0,1,1,76,28,1
28025,9,0,0,0,2,0,0,0,40.444443,28,1
28026,1,0,0,0,0,0,0,0,59,28,1
28027,427,15,75,10,239,1,2,61,38.833725,28,3
28028,5,0,0,0,4,0,0,0,39.799999,28,1
28029,4,0,0,0,3,0,0,3,36.25,28,1
28030,10,0,1,0,2,0,0,0,32.599998,28,1
28032,441,21,67,7,197,4,151,123,40.564625,28,3
28033,95,4,21,1,37,1,7,26,41.915791,28,3
28034,3,1,0,0,1,0,0,2,57.333332,28,2
28035,33,1,0,0,20,0,0,10,48.18182,28,2
28037,23,1,1,0,8,0,0,1,32.95652,28,2
28038,397,9,162,7,237,1,137,51,43.314861,28,3
28039,40,1,4,1,24,1,2,6,29.6,28,3
28040,42,1,3,0,17,0,0,8,45.761906,28,2
28041,1187,5,145,5,578,2,79,41,40.682392,28,3
28043,77,1,7,1,39,0,0,9,42.20779,28,3
29001,12,0,2,0,5,0,3,1,44,29,1
29002,24,0,5,0,12,0,15,8,39,29,1
29003,7,0,3,0,4,0,6,0,42,29,1
29004,6,0,1,0,1,0,2,2,58.666668,29,1
29005,151,8,36,6,73,1,111,35,44.364239,29,3
29006,47,4,20,4,26,0,28,26,42.61702,29,3
29007,12,0,1,0,5,0,0,3,37.166668,29,1
29008,6,1,4,1,2,0,2,3,43.5,29,3
29009,6,0,1,0,3,0,3,0,39.333332,29,1
29010,115,6,25,5,55,0,63,20,42.286957,29,3
29012,3,0,0,0,3,0,3,1,31.333334,29,1
29013,90,7,25,5,46,1,28,23,42.322224,29,3
29014,38,5,21,4,16,0,15,16,46.815788,29,3
29015,41,1,15,1,19,0,24,11,43.024391,29,3
29016,7,0,2,0,3,0,3,0,38.857143,29,1
29017,4,1,3,1,2,0,3,2,53.25,29,3
29018,46,3,10,2,21,0,29,8,40.95652,29,3
29019,13,2,6,2,7,0,10,8,41.923077,29,3
29021,11,2,6,2,6,0,8,5,48.454544,29,3
29022,1,0,0,0,1,0,1,1,50,29,1
29023,20,5,7,3,13,0,15,9,46.549999,29,3
29024,45,0,12,0,15,0,21,5,38.377777,29,1
29025,69,6,19,4,33,3,18,25,44.579712,29,3
29026,21,1,6,1,9,0,13,5,43.190475,29,3
29027,16,1,4,1,11,0,2,7,46.0625,29,3
29028,27,3,9,3,12,1,14,8,44.666668,29,3
29029,19,1,8,1,8,0,8,2,46.157894,29,3
29030,2,1,1,1,1,0,1,1,45.5,29,3
29031,37,2,10,2,22,0,23,8,38.756756,29,3
29032,13,0,4,0,5,0,10,3,43.46154,29,1
29033,325,6,70,3,151,0,178,50,42.501537,29,3
29034,32,6,10,6,13,1,25,14,44.875,29,3
29035,7,0,3,0,3,0,7,3,46.857143,29,1
29036,42,0,8,0,13,0,20,7,43.023811,29,1
29037,9,1,7,1,3,0,2,2,33.777779,29,3
29038,14,0,2,0,5,0,9,3,52.857143,29,1
29039,19,1,3,1,9,0,18,5,38.052631,29,3
29040,15,0,3,0,8,0,12,5,45.599998,29,1
29041,29,3,11,3,19,0,15,10,40.793102,29,3
29042,19,0,8,0,7,0,13,4,43.789474,29,1
29043,64,2,14,1,34,1,41,12,38.46875,29,3
29044,83,3,26,2,38,0,56,25,45.240963,29,3
29045,3,0,0,0,1,0,2,2,31,29,1
29046,1,1,1,1,1,0,1,1,46,29,3
29048,18,1,3,1,10,0,9,1,39.777779,29,3
29049,3,0,1,0,2,0,2,0,34.333332,29,1
29050,11,2,3,1,7,0,9,6,61.636364,29,3
29051,5,2,2,2,2,0,4,1,46.799999,29,3
29052,6,1,2,0,0,0,4,1,33.833332,29,2
29053,7,0,2,0,2,0,5,2,43.857143,29,1
29054,8,1,5,1,4,0,5,4,50,29,3
29055,4,0,1,0,0,0,3,3,43.25,29,1
29056,23,4,10,3,13,0,15,9,44.52174,29,3
29057,2,0,0,0,1,0,2,1,24,29,1
29058,17,0,5,0,8,0,4,0,39.588234,29,1
29059,5,1,1,1,4,0,2,1,36.200001,29,3
29060,12,3,8,3,8,0,7,7,47.75,29,3
30001,2,0,0,0,1,0,2,1,54,30,1
30003,15,3,8,3,9,0,2,9,45.599998,30,3
30004,13,0,1,0,9,1,3,4,49.23077,30,1
30005,3,1,0,0,2,0,0,1,58.666668,30,2
30006,3,1,0,0,2,0,1,1,45.666668,30,2
30007,3,1,0,0,3,0,2,2,38.666668,30,2
30009,1,0,0,0,1,0,0,1,2,30,1
30010,2,0,0,0,0,0,1,2,82,30,1
30011,52,1,19,1,34,0,7,16,42.365383,30,3
30012,5,1,1,1,1,0,1,2,46.599998,30,3
30013,4,1,1,0,4,0,2,3,57.5,30,2
30014,25,1,4,0,11,0,1,14,47.959999,30,2
30015,7,3,4,2,5,0,3,5,50.57143,30,3
30016,40,0,9,0,14,1,1,2,36.549999,30,1
30021,11,1,0,0,4,0,3,7,47.272728,30,2
30022,3,1,1,1,2,0,3,2,49.666668,30,3
30023,3,0,1,0,2,0,0,3,31.666666,30,1
30025,9,2,4,2,6,0,2,8,51,30,3
30026,8,0,0,0,4,0,4,3,41,30,1
30028,268,12,95,6,142,0,53,73,45.757462,30,3
30030,10,0,0,0,3,0,9,4,37.299999,30,1
30031,4,0,1,0,4,0,1,3,39.5,30,1
30032,6,1,1,1,4,0,1,4,61,30,3
30033,5,2,4,2,4,0,4,5,47.400002,30,3
30034,8,1,5,0,6,0,2,6,44.875,30,2
30036,2,0,1,0,2,0,0,2,44.5,30,1
30038,15,2,3,1,5,0,8,9,50,30,3
30039,488,55,259,38,289,3,413,245,48.122952,30,3
30040,38,5,14,1,20,0,25,22,46.63158,30,3
30042,1,0,0,0,1,0,0,1,2,30,1
30043,1,0,0,0,1,0,0,1,54,30,1
30044,171,6,20,0,83,0,38,79,43.450291,30,2
30045,74,1,16,0,33,0,8,4,40.959461,30,2
30047,3,0,1,0,1,0,1,1,55,30,1
30048,56,6,29,5,32,0,32,30,46.267857,30,3
30049,6,0,0,0,3,0,2,2,32.833332,30,1
30051,3,0,2,0,3,1,2,3,42.333332,30,1
30052,3,0,0,0,3,0,1,3,46.333332,30,1
30053,12,1,3,1,9,0,2,10,46.916668,30,3
30054,6,0,1,0,4,0,1,0,44.333332,30,1
30055,1,0,1,0,0,0,1,1,42,30,1
30057,1,0,1,0,0,0,1,1,39,30,1
30058,2,0,0,0,0,1,2,2,32.5,30,1
30059,3,0,1,0,2,0,2,1,52.333332,30,1
30060,1,1,1,1,1,0,0,1,57,30,3
30061,14,3,5,2,7,0,7,11,48.857143,30,3
30065,23,2,7,1,11,0,13,13,46.260868,30,3
30066,2,0,2,0,0,0,1,2,51,30,1
30067,1,0,1,0,1,0,0,1,24,30,1
30068,55,1,11,1,38,0,28,23,39.672726,30,3
30069,5,1,2,1,1,0,2,2,45.799999,30,3
30070,1,0,0,0,1,0,0,1,2,30,1
30071,2,0,1,0,1,0,0,2,56.5,30,1
30072,2,0,1,0,1,0,0,2,33,30,1
30073,9,1,1,0,6,0,6,6,49.333332,30,2
30074,2,0,0,0,1,0,1,0,38,30,1
30077,7,0,5,0,5,0,0,7,31.714285,30,1
30080,3,0,1,0,2,0,1,0,28,30,1
30081,6,0,0,0,1,0,5,3,42.666668,30,1
30082,4,0,2,0,2,0,4,3,52.5,30,1
30083,3,0,2,0,2,1,1,3,37.666668,30,1
30084,3,1,0,0,1,0,1,1,53,30,2
30085,24,2,7,0,11,0,13,10,45,30,2
30086,4,1,2,0,3,0,3,3,44.75,30,2
30087,190,11,26,1,96,1,122,57,43.463158,30,3
30088,1,0,0,0,1,0,0,0,46,30,1
30089,14,2,7,1,6,0,5,7,46.5,30,3
30090,4,1,3,1,0,0,1,2,48,30,3
30091,1,0,0,0,1,0,0,1,21,30,1
30092,4,0,0,0,4,0,1,2,53.25,30,1
30094,4,0,0,0,1,0,0,3,36.5,30,1
30095,1,0,0,0,0,0,0,1,71,30,1
30097,23,3,3,1,14,0,1,9,42.869564,30,3
30098,8,1,1,1,3,1,0,1,42.125,30,3
30099,2,1,2,1,2,0,0,2,56.5,30,3
30100,9,2,2,1,4,0,3,4,44.555557,30,3
30101,6,2,3,2,3,0,3,3,43.666668,30,3
30102,41,4,7,4,23,0,11,26,44.414635,30,3
30103,1,0,0,0,0,0,1,0,39,30,1
30105,88,4,20,4,42,0,12,21,41.18182,30,3
30106,1,0,1,0,1,0,0,0,55,30,1
30108,185,10,73,9,96,2,96,86,48.556755,30,3
30109,10,3,7,2,8,0,3,9,56.400002,30,3
30111,4,0,2,0,0,0,3,4,70.75,30,1
30112,2,0,0,0,2,0,2,2,38.5,30,1
30113,1,0,0,0,1,0,0,1,58,30,1
30114,1,0,0,0,1,0,0,1,82,30,1
30115,15,2,2,1,7,0,10,7,54.866665,30,3
30116,2,0,2,0,2,0,1,2,41,30,1
30117,1,0,0,0,0,0,0,0,30,30,1
30118,121,5,18,1,62,0,76,31,45.049587,30,3
30120,2,0,2,0,1,0,2,0,36,30,1
30121,1,0,0,0,0,0,1,1,67,30,1
30122,1,1,1,1,1,1,0,1,66,30,3
30123,24,5,1,0,10,1,11,7,39.791668,30,2
30124,54,4,16,0,31,7,43,19,43.648148,30,2
30125,8,1,2,0,4,0,2,7,64,30,2
30126,6,0,0,0,6,0,0,3,42.5,30,1
30127,1,0,1,0,1,0,1,0,41,30,1
30128,12,1,6,1,10,0,3,10,46.583332,30,3
30129,1,0,0,0,0,0,1,1,1,30,1
30130,4,0,1,0,3,0,1,4,38,30,1
30131,281,29,149,20,169,4,163,136,50.615658,30,3
30132,4,0,0,0,2,0,3,2,40.25,30,1
30133,11,1,2,0,5,0,5,7,57.636364,30,2
30134,8,2,2,0,5,0,0,3,29.125,30,2
30135,5,0,1,0,1,2,1,1,33.599998,30,1
30138,28,1,2,0,13,0,17,6,44.42857,30,2
30139,2,0,1,0,1,0,0,1,41.5,30,1
30140,1,0,0,0,1,1,0,1,63,30,1
30141,29,1,12,1,14,0,16,19,41.793102,30,3
30142,2,0,0,0,1,0,0,1,70,30,1
30143,17,2,9,0,13,0,3,12,45.64706,30,2
30144,3,0,1,0,1,0,0,2,43,30,1
30145,3,0,0,0,2,0,1,2,40,30,1
30147,3,0,1,0,2,3,0,3,41.666668,30,1
30148,11,1,1,0,8,0,4,8,39.545456,30,2
30149,1,0,0,0,0,0,0,1,67,30,1
30151,5,2,2,2,1,0,3,5,46.400002,30,3
30152,2,1,0,0,0,0,1,2,54,30,2
30155,6,0,1,0,4,1,0,4,48.5,30,1
30156,1,0,0,0,1,0,1,1,77,30,1
30158,2,0,0,0,0,0,1,2,46.5,30,1
30160,7,0,2,0,3,0,3,6,29.714285,30,1
30161,3,0,0,0,1,0,0,0,49.666668,30,1
30164,2,0,0,0,1,0,1,1,29,30,1
30169,8,0,4,0,4,0,1,5,32.625,30,1
30172,1,0,0,0,1,0,0,1,65,30,1
30173,13,2,1,1,6,1,3,11,52.23077,30,3
30174,22,4,11,3,12,0,9,17,46.454544,30,3
30175,21,4,13,3,12,0,14,13,45.619049,30,3
30176,1,0,0,0,1,0,0,0,88,30,1
30177,1,0,0,0,0,0,1,1,68,30,1
30178,10,1,4,1,7,0,2,7,49.5,30,3
30181,7,1,1,0,5,0,1,4,49.285713,30,2
30182,3,0,1,0,3,0,2,2,43,30,1
30183,8,0,0,0,3,0,1,4,35.875,30,1
30186,1,0,0,0,0,0,0,1,64,30,1
30187,1,1,0,0,1,0,1,1,26,30,2
30188,1,1,1,1,1,0,0,1,52,30,3
30189,71,2,25,0,48,1,19,34,43.859154,30,2
30190,1,0,0,0,0,0,0,0,34,30,1
30191,23,0,3,0,9,1,3,8,50.04348,30,1
30192,2,0,1,0,2,0,2,1,56.5,30,1
30193,1521,81,615,52,809,1,432,496,45.374752,30,3
30194,1,0,0,0,1,0,0,1,44,30,1
30196,7,1,2,1,6,0,0,5,49.57143,30,3
30201,8,0,0,0,4,1,0,2,36.625,30,1
30204,19,2,8,2,10,0,19,14,52.578949,30,3
30205,3,0,0,0,2,0,0,1,32,30,1
30206,24,9,14,6,15,0,21,20,60.291668,30,3
30207,5,2,2,1,4,0,3,3,47.599998,30,3
30208,10,0,1,0,1,0,1,0,42.599998,30,1
30210,2,0,1,0,1,0,0,2,73,30,1
30211,6,0,1,0,5,0,1,4,41.333332,30,1
31001,6,0,1,0,2,1,0,2,44.166668,31,1
31002,17,2,4,0,11,6,10,10,48.235294,31,2
31003,4,0,2,0,2,1,1,1,35,31,1
31004,9,1,3,1,4,1,3,3,51.888889,31,3
31005,2,0,0,0,1,0,0,0,16,31,1
31006,14,0,1,0,4,0,14,0,32.142857,31,1
31007,4,0,1,0,1,0,2,1,39.25,31,1
31008,2,0,1,0,2,0,2,2,41,31,1
31009,2,1,0,0,1,1,0,1,50,31,2
31010,3,0,0,0,0,3,3,0,35,31,1
31011,7,0,0,0,5,0,6,0,32.42857,31,1
31012,2,0,1,0,1,1,2,0,72,31,1
31013,21,0,7,0,14,0,7,5,42.476189,31,1
31014,1,0,0,0,0,0,1,0,1,31,1
31015,2,0,0,0,1,1,1,1,44.5,31,1
31016,2,0,0,0,1,2,2,0,43.5,31,1
31017,2,0,0,0,0,1,1,1,24,31,1
31018,2,0,0,0,2,0,2,0,25,31,1
31019,18,4,5,2,6,12,8,10,47.055557,31,3
31020,5,0,2,0,2,0,1,0,36,31,1
31021,8,1,1,0,5,6,6,2,27.625,31,2
31022,8,2,6,1,5,8,3,5,58.125,31,3
31023,10,0,7,0,6,2,1,3,41.599998,31,1
31024,3,0,1,0,1,1,2,0,29.333334,31,1
31025,5,0,0,0,2,0,5,0,29,31,1
31026,1,1,0,0,0,0,0,1,77,31,2
31027,4,0,2,0,2,0,2,2,48,31,1
31028,1,0,0,0,0,0,0,0,59,31,1
31029,2,0,0,0,2,1,1,2,79.5,31,1
31030,6,0,1,0,2,1,5,1,18,31,1
31031,5,0,0,0,2,1,0,0,37.799999,31,1
31032,15,0,5,0,8,5,15,4,35.266666,31,1
31033,11,1,6,1,8,3,2,5,46.81818,31,3
31034,14,1,8,0,7,5,4,2,44.357143,31,2
31035,2,1,1,0,1,1,0,2,65.5,31,2
31036,3,0,3,0,2,1,3,3,38.666668,31,1
31037,2,0,2,0,0,0,1,0,28,31,1
31038,40,2,24,2,23,6,11,14,45.099998,31,3
31039,1,1,0,0,0,0,1,1,1,31,2
31040,28,1,10,1,13,10,2,11,39.32143,31,3
31041,84,3,41,2,42,2,49,19,38.773811,31,3
31042,2,0,1,0,0,0,1,1,22.5,31,1
31043,6,0,6,0,4,3,5,1,26.333334,31,1
31044,13,0,8,0,5,1,3,1,33.53846,31,1
31045,6,0,5,0,5,1,1,4,53.166668,31,1
31046,7,0,7,0,7,5,7,0,35.857143,31,1
31047,3,0,0,0,2,0,3,0,24.333334,31,1
31048,32,2,17,2,18,3,8,16,42.75,31,3
31049,5,0,0,0,1,4,5,0,35.599998,31,1
31050,1995,60,570,27,1001,25,1231,259,40.889725,31,3
31051,3,0,1,0,1,0,2,0,40,31,1
31052,15,2,3,1,6,1,4,7,46,31,3
31053,6,1,4,1,3,1,4,3,54.5,31,3
31054,8,0,4,0,5,1,1,1,41.5,31,1
31055,5,0,4,0,5,3,4,1,42.200001,31,1
31056,13,0,1,0,4,5,2,5,28.23077,31,1
31057,3,0,1,0,0,1,3,0,16.666666,31,1
31058,13,1,2,0,6,7,11,2,35.692307,31,2
31059,29,3,7,2,16,1,9,11,45.034481,31,3
31060,1,0,0,0,0,0,0,0,43,31,1
31061,10,0,0,0,8,1,10,0,36.200001,31,1
31062,14,0,4,0,5,10,13,1,42.642857,31,1
31063,12,1,4,0,2,1,3,3,51.416668,31,2
31064,4,4,4,4,3,3,2,4,73.75,31,3
31065,1,0,0,0,1,0,1,0,19,31,1
31066,3,0,0,0,2,2,3,0,36.666668,31,1
31067,9,0,5,0,9,0,6,4,33.111111,31,1
31068,6,0,2,0,4,1,4,1,61.5,31,1
31069,1,0,0,0,0,1,1,1,60,31,1
31070,1,0,0,0,1,0,1,0,26,31,1
31073,2,0,0,0,1,2,2,0,17.5,31,1
31074,9,0,7,0,7,2,0,0,34.333332,31,1
31075,4,0,3,0,1,3,4,0,34.25,31,1
31076,12,1,9,1,8,0,5,2,36.583332,31,3
31078,4,1,2,1,2,0,1,1,49.25,31,3
31079,29,2,12,2,20,7,24,5,41.862068,31,3
31080,2,0,1,0,2,1,0,2,46,31,1
31081,4,0,1,0,2,4,1,3,56.5,31,1
31082,2,0,0,0,0,0,0,0,33,31,1
31083,2,0,0,0,2,1,1,2,42,31,1
31084,2,0,0,0,1,0,0,1,61.5,31,1
31085,16,0,5,0,8,10,13,4,42.875,31,1
31086,4,0,1,0,4,2,0,2,46.75,31,1
31087,8,1,4,0,6,2,3,4,52,31,2
31088,4,0,2,0,0,0,1,1,30.75,31,1
31089,43,0,11,0,19,4,40,2,38.767441,31,1
31090,6,0,2,0,3,1,3,3,28.166666,31,1
31091,11,1,6,0,8,7,8,3,50,31,2
31092,4,0,1,0,3,2,3,0,14.5,31,1
31093,10,1,1,0,8,3,5,3,46,31,2
31094,1,0,0,0,0,1,1,0,45,31,1
31095,6,1,3,1,3,2,3,2,46.666668,31,3
31096,28,2,1,0,16,8,21,13,32.82143,31,2
31097,1,0,0,0,0,0,0,0,20,31,1
31098,2,0,0,0,0,1,0,1,52,31,1
31099,2,0,0,0,1,2,1,1,65,31,1
31100,2,0,0,0,1,0,1,1,26.5,31,1
31101,78,5,41,3,38,5,14,19,42.512821,31,3
31102,144,6,49,5,73,31,104,23,38.229168,31,3
31103,4,0,2,0,3,2,0,1,40.5,31,1
31104,4,2,1,1,2,1,3,2,59.75,31,3
31105,2,0,1,0,2,0,1,1,49,31,1
31106,1,0,0,0,1,0,1,0,31,31,1
32001,2,0,0,0,0,0,1,1,52,32,1
32002,2,0,0,0,0,0,1,0,37,32,1
32003,1,0,0,0,1,0,1,0,59,32,1
32004,1,0,0,0,1,0,1,0,23,32,1
32005,13,1,0,0,6,0,13,8,46.076923,32,2
32006,3,1,1,0,3,0,2,2,36,32,2
32007,4,0,0,0,4,0,1,1,40.5,32,1
32008,3,0,0,0,3,0,3,2,50.333332,32,1
32009,3,0,0,0,2,0,3,1,72,32,1
32010,94,5,9,2,48,0,83,29,41.797871,32,3
32011,5,0,1,0,2,0,0,0,41.799999,32,1
32013,3,1,1,0,1,0,3,2,35.333332,32,2
32014,5,1,0,0,3,0,1,3,62,32,2
32016,9,0,5,0,6,0,7,4,36.111111,32,1
32017,231,5,36,3,108,1,179,30,40.129871,32,3
32019,6,0,0,0,3,0,2,1,28.666666,32,1
32020,98,9,30,7,55,1,83,30,45.663265,32,3
32022,8,1,0,0,3,0,3,1,39.5,32,2
32023,3,0,0,0,1,0,0,0,29.333334,32,1
32024,35,1,10,1,22,0,32,8,37.685715,32,3
32025,2,0,0,0,1,0,2,1,18.5,32,1
32026,6,0,0,0,3,0,0,1,28,32,1
32029,6,0,1,0,2,0,0,0,41.833332,32,1
32031,1,0,0,0,1,0,1,1,69,32,1
32032,22,0,7,0,13,0,13,3,43.636364,32,1
32034,16,0,3,0,5,0,2,9,37.4375,32,1
32035,3,0,0,0,1,0,3,3,63.333332,32,1
32036,17,1,1,1,11,0,16,7,48.823528,32,3
32037,3,0,0,0,0,0,3,2,37,32,1
32038,29,0,5,0,19,0,5,11,43.655174,32,1
32039,34,5,7,2,21,0,5,14,46.35294,32,3
32040,4,1,0,0,4,0,3,3,69.5,32,2
32041,1,0,0,0,0,0,1,0,30,32,1
32042,19,2,2,0,10,0,14,11,40.578949,32,2
32044,2,0,0,0,2,0,1,1,10,32,1
32045,9,1,5,1,4,0,3,2,46.222221,32,3
32046,10,3,7,3,6,0,6,6,62.799999,32,3
32047,2,0,0,0,1,0,2,1,85,32,1
32048,8,0,0,0,4,1,8,2,42.875,32,1
32049,3,0,0,0,2,0,2,0,54.333332,32,1
32050,4,0,0,0,1,0,4,2,48,32,1
32051,5,0,0,0,2,0,2,2,35.599998,32,1
32052,6,0,0,0,3,0,1,4,53.333332,32,1
32053,2,1,0,0,1,0,2,2,59.5,32,2
32054,8,1,1,1,3,0,5,4,43.875,32,3
32055,21,1,3,0,13,0,2,3,38,32,2
32056,313,5,35,1,150,1,222,52,41.188499,32,3
32057,12,2,2,0,7,0,9,7,35.916668,32,2
32058,1,1,0,0,1,0,1,1,73,32,2
